SVID,Type,Name,Unit,Pointer,Comment,Line,SourceRef
65049,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ab,,&IniConfig.HeadContactCount[1][1][2],HeadCondition2 Head 2 Contact Count Ab,844,SECSGEM/uHGemHT9045_SV.cpp#L844
65050,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ac,,&IniConfig.HeadContactCount[1][1][4],HeadCondition2 Head 2 Contact Count Ac,845,SECSGEM/uHGemHT9045_SV.cpp#L845
65051,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ad,,&IniConfig.HeadContactCount[1][1][6],HeadCondition2 Head 2 Contact Count Ad,846,SECSGEM/uHGemHT9045_SV.cpp#L846
65052,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ae,,&IniConfig.HeadContactCount[1][1][8],HeadCondition2 Head 2 Contact Count Ae,847,SECSGEM/uHGemHT9045_SV.cpp#L847
65053,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Af,,&IniConfig.HeadContactCount[1][1][10],HeadCondition2 Head 2 Contact Count Af,848,SECSGEM/uHGemHT9045_SV.cpp#L848
65054,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ag,,&IniConfig.HeadContactCount[1][1][12],HeadCondition2 Head 2 Contact Count Ag,849,SECSGEM/uHGemHT9045_SV.cpp#L849
65055,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ah,,&IniConfig.HeadContactCount[1][1][14],HeadCondition2 Head 2 Contact Count Ah,850,SECSGEM/uHGemHT9045_SV.cpp#L850
65056,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ba,,&IniConfig.HeadContactCount[1][1][1],HeadCondition2 Head 2 Contact Count Ba,851,SECSGEM/uHGemHT9045_SV.cpp#L851
65057,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bb,,&IniConfig.HeadContactCount[1][1][3],HeadCondition2 Head 2 Contact Count Bb,852,SECSGEM/uHGemHT9045_SV.cpp#L852
65058,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bc,,&IniConfig.HeadContactCount[1][1][5],HeadCondition2 Head 2 Contact Count Bc,853,SECSGEM/uHGemHT9045_SV.cpp#L853
65059,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bd,,&IniConfig.HeadContactCount[1][1][7],HeadCondition2 Head 2 Contact Count Bd,854,SECSGEM/uHGemHT9045_SV.cpp#L854
65060,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Be,,&IniConfig.HeadContactCount[1][1][9],HeadCondition2 Head 2 Contact Count Be,855,SECSGEM/uHGemHT9045_SV.cpp#L855
65061,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bf,,&IniConfig.HeadContactCount[1][1][11],HeadCondition2 Head 2 Contact Count Bf,856,SECSGEM/uHGemHT9045_SV.cpp#L856
65062,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bg,,&IniConfig.HeadContactCount[1][1][13],HeadCondition2 Head 2 Contact Count Bg,857,SECSGEM/uHGemHT9045_SV.cpp#L857
65063,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bh,,&IniConfig.HeadContactCount[1][1][15],HeadCondition2 Head 2 Contact Count Bh,858,SECSGEM/uHGemHT9045_SV.cpp#L858
65064,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Aa,,&IniConfig.HeadContactCount[2][0][0],HeadCondition3 Head 1 Contact Count Aa,859,SECSGEM/uHGemHT9045_SV.cpp#L859
65065,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ab,,&IniConfig.HeadContactCount[2][0][2],HeadCondition3 Head 1 Contact Count Ab,860,SECSGEM/uHGemHT9045_SV.cpp#L860
65066,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ac,,&IniConfig.HeadContactCount[2][0][4],HeadCondition3 Head 1 Contact Count Ac,861,SECSGEM/uHGemHT9045_SV.cpp#L861
65067,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ad,,&IniConfig.HeadContactCount[2][0][6],HeadCondition3 Head 1 Contact Count Ad,862,SECSGEM/uHGemHT9045_SV.cpp#L862
65068,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ae,,&IniConfig.HeadContactCount[2][0][8],HeadCondition3 Head 1 Contact Count Ae,863,SECSGEM/uHGemHT9045_SV.cpp#L863
65069,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Af,,&IniConfig.HeadContactCount[2][0][10],HeadCondition3 Head 1 Contact Count Af,864,SECSGEM/uHGemHT9045_SV.cpp#L864
65070,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ag,,&IniConfig.HeadContactCount[2][0][12],HeadCondition3 Head 1 Contact Count Ag,865,SECSGEM/uHGemHT9045_SV.cpp#L865
65071,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ah,,&IniConfig.HeadContactCount[2][0][14],HeadCondition3 Head 1 Contact Count Ah,866,SECSGEM/uHGemHT9045_SV.cpp#L866
65072,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ba,,&IniConfig.HeadContactCount[2][0][1],HeadCondition3 Head 1 Contact Count Ba,867,SECSGEM/uHGemHT9045_SV.cpp#L867
65073,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bb,,&IniConfig.HeadContactCount[2][0][3],HeadCondition3 Head 1 Contact Count Bb,868,SECSGEM/uHGemHT9045_SV.cpp#L868
65074,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bc,,&IniConfig.HeadContactCount[2][0][5],HeadCondition3 Head 1 Contact Count Bc,869,SECSGEM/uHGemHT9045_SV.cpp#L869
65075,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bd,,&IniConfig.HeadContactCount[2][0][7],HeadCondition3 Head 1 Contact Count Bd,870,SECSGEM/uHGemHT9045_SV.cpp#L870
65076,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Be,,&IniConfig.HeadContactCount[2][0][9],HeadCondition3 Head 1 Contact Count Be,871,SECSGEM/uHGemHT9045_SV.cpp#L871
65077,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bf,,&IniConfig.HeadContactCount[2][0][11],HeadCondition3 Head 1 Contact Count Bf,872,SECSGEM/uHGemHT9045_SV.cpp#L872
65078,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bg,,&IniConfig.HeadContactCount[2][0][13],HeadCondition3 Head 1 Contact Count Bg,873,SECSGEM/uHGemHT9045_SV.cpp#L873
65079,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bh,,&IniConfig.HeadContactCount[2][0][15],HeadCondition3 Head 1 Contact Count Bh,874,SECSGEM/uHGemHT9045_SV.cpp#L874
65080,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Aa,,&IniConfig.HeadContactCount[2][1][0],HeadCondition3 Head 2 Contact Count Aa,875,SECSGEM/uHGemHT9045_SV.cpp#L875
65081,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ab,,&IniConfig.HeadContactCount[2][1][2],HeadCondition3 Head 2 Contact Count Ab,876,SECSGEM/uHGemHT9045_SV.cpp#L876
65082,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ac,,&IniConfig.HeadContactCount[2][1][4],HeadCondition3 Head 2 Contact Count Ac,877,SECSGEM/uHGemHT9045_SV.cpp#L877
65083,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ad,,&IniConfig.HeadContactCount[2][1][6],HeadCondition3 Head 2 Contact Count Ad,878,SECSGEM/uHGemHT9045_SV.cpp#L878
65084,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ae,,&IniConfig.HeadContactCount[2][1][8],HeadCondition3 Head 2 Contact Count Ae,879,SECSGEM/uHGemHT9045_SV.cpp#L879
65085,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Af,,&IniConfig.HeadContactCount[2][1][10],HeadCondition3 Head 2 Contact Count Af,880,SECSGEM/uHGemHT9045_SV.cpp#L880
65086,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ag,,&IniConfig.HeadContactCount[2][1][12],HeadCondition3 Head 2 Contact Count Ag,881,SECSGEM/uHGemHT9045_SV.cpp#L881
65087,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ah,,&IniConfig.HeadContactCount[2][1][14],HeadCondition3 Head 2 Contact Count Ah,882,SECSGEM/uHGemHT9045_SV.cpp#L882
65088,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ba,,&IniConfig.HeadContactCount[2][1][1],HeadCondition3 Head 2 Contact Count Ba,883,SECSGEM/uHGemHT9045_SV.cpp#L883
65089,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bb,,&IniConfig.HeadContactCount[2][1][3],HeadCondition3 Head 2 Contact Count Bb,884,SECSGEM/uHGemHT9045_SV.cpp#L884
65090,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bc,,&IniConfig.HeadContactCount[2][1][5],HeadCondition3 Head 2 Contact Count Bc,885,SECSGEM/uHGemHT9045_SV.cpp#L885
65091,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bd,,&IniConfig.HeadContactCount[2][1][7],HeadCondition3 Head 2 Contact Count Bd,886,SECSGEM/uHGemHT9045_SV.cpp#L886
65092,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Be,,&IniConfig.HeadContactCount[2][1][9],HeadCondition3 Head 2 Contact Count Be,887,SECSGEM/uHGemHT9045_SV.cpp#L887
65093,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bf,,&IniConfig.HeadContactCount[2][1][11],HeadCondition3 Head 2 Contact Count Bf,888,SECSGEM/uHGemHT9045_SV.cpp#L888
65094,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bg,,&IniConfig.HeadContactCount[2][1][13],HeadCondition3 Head 2 Contact Count Bg,889,SECSGEM/uHGemHT9045_SV.cpp#L889
65095,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bh,,&IniConfig.HeadContactCount[2][1][15],HeadCondition3 Head 2 Contact Count Bh,890,SECSGEM/uHGemHT9045_SV.cpp#L890
