ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment,Line,SourceRef
35826,ASCII_TYPE,[N10-5] FTP Setting Host,,&IniConfig.cN10FtpHost,,,,,1533,SECSGEM/uHGemHT9045_EC.cpp#L1533
35827,ASCII_TYPE,[N10-5] FTP Setting Upload Path,,&IniConfig.cN10FtpUplaodPath,,,,,1534,SECSGEM/uHGemHT9045_EC.cpp#L1534
35828,INT_4_TYPE,[N10-6] Interval time for upload to host second,,&IniConfig.iN10UploadToHostIntervalTime,3600,5,5,,1535,SECSGEM/uHGemHT9045_EC.cpp#L1535
35829,INT_4_TYPE,[N10-7] Upload date folder type,,&IniConfig.iN10DataType,2,0,0,,1536,SECSGEM/uHGemHT9045_EC.cpp#L1536
35830,ASCII_TYPE,[N10-8] Net derive path,,&IniConfig.sN10UploadDrivePath,,,,,1537,SECSGEM/uHGemHT9045_EC.cpp#L1537
35831,BOOLEAN_TYPE,[N16] Offset FTP Enable Offset FTP,,&IniConfig.bEnableOffsetFTP,,,,,1538,SECSGEM/uHGemHT9045_EC.cpp#L1538
35832,ASCII_TYPE,[N16] Offset FTP User Name,,&IniConfig.cN16FtpUserName,,,,,1539,SECSGEM/uHGemHT9045_EC.cpp#L1539
35833,ASCII_TYPE,[N16] Offset FTP Password,,&IniConfig.cN16FtpPassword,,,,,1540,SECSGEM/uHGemHT9045_EC.cpp#L1540
35834,ASCII_TYPE,[N16] Offset FTP Host,,&IniConfig.cN16FtpHost,,,,,1541,SECSGEM/uHGemHT9045_EC.cpp#L1541
35835,ASCII_TYPE,[N16] Offset FTP Download Path,,&IniConfig.cN16FtpDownloadPath,,,,,1542,SECSGEM/uHGemHT9045_EC.cpp#L1542
35836,ASCII_TYPE,[N16] Offset FTP Upload Path,,&IniConfig.cN16FtpUplaodPath,,,,,1543,SECSGEM/uHGemHT9045_EC.cpp#L1543
35900,BOOLEAN_TYPE,[P04] Color stage regard as empty tray unloader to use.,,&IniConfig.bP04ColorIsEmptyUnloader,,,,,1545,SECSGEM/uHGemHT9045_EC.cpp#L1545
35901,BOOLEAN_TYPE,[P10] Fixed Tary loads new Tary need propose the initial Question.,,&IniConfig.bP10FixedTrayProposeTheInitialQuestion,,,,,1546,SECSGEM/uHGemHT9045_EC.cpp#L1546
35902,BOOLEAN_TYPE,[P13] Enable Auto Tray Edge Push Cylinder Loop Function.,,&IniConfig.bP13EnableAutoTrayEdgePushCylinderLoop,,,,,1547,SECSGEM/uHGemHT9045_EC.cpp#L1547
35903,INT_4_TYPE,[P13-1] Loop Delay Time,0.1Sec,&IniConfig.iP13EdgePushCylinderLoopDelay,300,2,,,1548,SECSGEM/uHGemHT9045_EC.cpp#L1548
35904,BOOLEAN_TYPE,[P14] Enable Auto Tray  Receive Delay Function.,,&IniConfig.bP14EnableAutoTrayRecevieDelayCount,,,,,1549,SECSGEM/uHGemHT9045_EC.cpp#L1549
35905,INT_4_TYPE,[P14-1] Delay Edge Push Cylinder Count ,,&IniConfig.iP14AutoTrayRecevieDelayCount,10000,1,,,1550,SECSGEM/uHGemHT9045_EC.cpp#L1550
35906,INT_4_TYPE,[P14-2] Receive Loop Delay Time ,0.1Sec,&IniConfig.iP14AutoTrayRecevieLoopDelayTime,3000,2,,,1551,SECSGEM/uHGemHT9045_EC.cpp#L1551
35907,BOOLEAN_TYPE,[P15] Unload Tray Cylinder free when Open door,,&IniConfig.bUnloadTrayFree,,,,,1552,SECSGEM/uHGemHT9045_EC.cpp#L1552
35908,BOOLEAN_TYPE,[P16] Enable Hotplate Edge Push Cylinder Loop Function.,,&IniConfig.bP16EnableHotplateEdgePushCylinderLoop,,,,,1553,SECSGEM/uHGemHT9045_EC.cpp#L1553
35909,INT_4_TYPE,[P16-1] Loop Delay Time,,&IniConfig.iP16HotplateEdgePushCylinderLoopDelay,,,,,1554,SECSGEM/uHGemHT9045_EC.cpp#L1554
35910,BOOLEAN_TYPE,[P17] In arm picker must wait loader tray. (full pick up) ,,&IniConfig.bP17InArmFullPickFromLoader,,,,,1555,SECSGEM/uHGemHT9045_EC.cpp#L1555
35911,BOOLEAN_TYPE,[P18] Autotray is fail bin must manual put Tray  ,,&IniConfig.bP18FailAutoTrayManual,,,,,1556,SECSGEM/uHGemHT9045_EC.cpp#L1556
35912,BOOLEAN_TYPE,[P19] Catch Tray goes up then check if had catched tray,,&IniConfig.bP19CatchTrayUpThenCheck,,,,,1557,SECSGEM/uHGemHT9045_EC.cpp#L1557
35913,BOOLEAN_TYPE,[P20] Must Manual Clear Fix Tray After Initial Start,,&IniConfig.bP20ManualClearFixTrayDataAfterInitialStart,,,,,1558,SECSGEM/uHGemHT9045_EC.cpp#L1558
35914,BOOLEAN_TYPE,[P21] TrayFeed Take out Fix Tray,,&IniConfig.bP21CheckFixTray,,,,,1559,SECSGEM/uHGemHT9045_EC.cpp#L1559
35916,BOOLEAN_TYPE,Enable Bar Code Function,,&TestIF_File.bEnableBarCode,,,,,1560,SECSGEM/uHGemHT9045_EC.cpp#L1560
35917,BOOLEAN_TYPE,"[P25] Empty or Color tray no supple Auto 1 2 3,no load one tray",,&IniConfig.bP25EmptyColorNoSuppleAutoNoLoadEmpty,,,,,1561,SECSGEM/uHGemHT9045_EC.cpp#L1561
37007,INT_4_TYPE,LoaderTotalTray,,&LastSet.iLoaderTotalTray,1000,1,10,,1563,SECSGEM/uHGemHT9045_EC.cpp#L1563
37011,FT_8_TYPE,HISILICON ESD data reporting interval,Second,&IniConfig.dESDDataReportTime,,,,,1564,SECSGEM/uHGemHT9045_EC.cpp#L1564
37300,ASCII_TYPE,Site Aa Socket ID,,&LastSet.strSocketID[0][0],,,,Site Aa Socket ID,1565,SECSGEM/uHGemHT9045_EC.cpp#L1565
37301,ASCII_TYPE,Site Ab Socket ID,,&LastSet.strSocketID[0][1],,,,Site Ab Socket ID,1566,SECSGEM/uHGemHT9045_EC.cpp#L1566
37302,ASCII_TYPE,Site Ac Socket ID,,&LastSet.strSocketID[0][2],,,,Site Ac Socket ID,1567,SECSGEM/uHGemHT9045_EC.cpp#L1567
37303,ASCII_TYPE,Site Ad Socket ID,,&LastSet.strSocketID[0][3],,,,Site Ad Socket ID,1568,SECSGEM/uHGemHT9045_EC.cpp#L1568
37304,ASCII_TYPE,Site Ae Socket ID,,&LastSet.strSocketID[0][4],,,,Site Ae Socket ID,1569,SECSGEM/uHGemHT9045_EC.cpp#L1569
37305,ASCII_TYPE,Site Af Socket ID,,&LastSet.strSocketID[0][5],,,,Site Af Socket ID,1570,SECSGEM/uHGemHT9045_EC.cpp#L1570
37306,ASCII_TYPE,Site Ag Socket ID,,&LastSet.strSocketID[0][6],,,,Site Ag Socket ID,1571,SECSGEM/uHGemHT9045_EC.cpp#L1571
37307,ASCII_TYPE,Site Ah Socket ID,,&LastSet.strSocketID[0][7],,,,Site Ah Socket ID,1572,SECSGEM/uHGemHT9045_EC.cpp#L1572
37308,ASCII_TYPE,Site Ba Socket ID,,&LastSet.strSocketID[1][0],,,,Site Ba Socket ID,1573,SECSGEM/uHGemHT9045_EC.cpp#L1573
37309,ASCII_TYPE,Site Bb Socket ID,,&LastSet.strSocketID[1][1],,,,Site Bb Socket ID,1574,SECSGEM/uHGemHT9045_EC.cpp#L1574
37310,ASCII_TYPE,Site Bc Socket ID,,&LastSet.strSocketID[1][2],,,,Site Bc Socket ID,1575,SECSGEM/uHGemHT9045_EC.cpp#L1575
37311,ASCII_TYPE,Site Bd Socket ID,,&LastSet.strSocketID[1][3],,,,Site Bd Socket ID,1576,SECSGEM/uHGemHT9045_EC.cpp#L1576
37312,ASCII_TYPE,Site Be Socket ID,,&LastSet.strSocketID[1][4],,,,Site Be Socket ID,1577,SECSGEM/uHGemHT9045_EC.cpp#L1577
37313,ASCII_TYPE,Site Bf Socket ID,,&LastSet.strSocketID[1][5],,,,Site Bf Socket ID,1578,SECSGEM/uHGemHT9045_EC.cpp#L1578
37314,ASCII_TYPE,Site Bg Socket ID,,&LastSet.strSocketID[1][6],,,,Site Bg Socket ID,1579,SECSGEM/uHGemHT9045_EC.cpp#L1579
37315,ASCII_TYPE,Site Bh Socket ID,,&LastSet.strSocketID[1][7],,,,Site Bh Socket ID,1580,SECSGEM/uHGemHT9045_EC.cpp#L1580
37316,ASCII_TYPE,Site Ca Socket ID,,&LastSet.strSocketID[2][0],,,,Site Ca Socket ID,1581,SECSGEM/uHGemHT9045_EC.cpp#L1581
37317,ASCII_TYPE,Site Cb Socket ID,,&LastSet.strSocketID[2][1],,,,Site Cb Socket ID,1582,SECSGEM/uHGemHT9045_EC.cpp#L1582
37318,ASCII_TYPE,Site Cc Socket ID,,&LastSet.strSocketID[2][2],,,,Site Cc Socket ID,1583,SECSGEM/uHGemHT9045_EC.cpp#L1583
37319,ASCII_TYPE,Site Cd Socket ID,,&LastSet.strSocketID[2][3],,,,Site Cd Socket ID,1584,SECSGEM/uHGemHT9045_EC.cpp#L1584
37320,ASCII_TYPE,Site Ce Socket ID,,&LastSet.strSocketID[2][4],,,,Site Ce Socket ID,1585,SECSGEM/uHGemHT9045_EC.cpp#L1585
37321,ASCII_TYPE,Site Cf Socket ID,,&LastSet.strSocketID[2][5],,,,Site Cf Socket ID,1586,SECSGEM/uHGemHT9045_EC.cpp#L1586
37322,ASCII_TYPE,Site Cg Socket ID,,&LastSet.strSocketID[2][6],,,,Site Cg Socket ID,1587,SECSGEM/uHGemHT9045_EC.cpp#L1587
37323,ASCII_TYPE,Site Ch Socket ID,,&LastSet.strSocketID[2][7],,,,Site Ch Socket ID,1588,SECSGEM/uHGemHT9045_EC.cpp#L1588
37324,ASCII_TYPE,Site Da Socket ID,,&LastSet.strSocketID[3][0],,,,Site Da Socket ID,1589,SECSGEM/uHGemHT9045_EC.cpp#L1589
37325,ASCII_TYPE,Site Db Socket ID,,&LastSet.strSocketID[3][1],,,,Site Db Socket ID,1590,SECSGEM/uHGemHT9045_EC.cpp#L1590
37326,ASCII_TYPE,Site Dc Socket ID,,&LastSet.strSocketID[3][2],,,,Site Dc Socket ID,1591,SECSGEM/uHGemHT9045_EC.cpp#L1591
37327,ASCII_TYPE,Site Dd Socket ID,,&LastSet.strSocketID[3][3],,,,Site Dd Socket ID,1592,SECSGEM/uHGemHT9045_EC.cpp#L1592
37328,ASCII_TYPE,Site De Socket ID,,&LastSet.strSocketID[3][4],,,,Site De Socket ID,1593,SECSGEM/uHGemHT9045_EC.cpp#L1593
37329,ASCII_TYPE,Site Df Socket ID,,&LastSet.strSocketID[3][5],,,,Site Df Socket ID,1594,SECSGEM/uHGemHT9045_EC.cpp#L1594
37330,ASCII_TYPE,Site Dg Socket ID,,&LastSet.strSocketID[3][6],,,,Site Dg Socket ID,1595,SECSGEM/uHGemHT9045_EC.cpp#L1595
37331,ASCII_TYPE,Site Dh Socket ID,,&LastSet.strSocketID[3][7],,,,Site Dh Socket ID,1596,SECSGEM/uHGemHT9045_EC.cpp#L1596
37400,INT_4_TYPE,Site Aa Socket Contact Count,,&LastSet.iSocketContactCount[0][0],,1000000000,0,Site Aa Socket Contact Count,1598,SECSGEM/uHGemHT9045_EC.cpp#L1598
37401,INT_4_TYPE,Site Ab Socket Contact Count,,&LastSet.iSocketContactCount[0][1],,1000000000,0,Site Ab Socket Contact Count,1599,SECSGEM/uHGemHT9045_EC.cpp#L1599
37402,INT_4_TYPE,Site Ac Socket Contact Count,,&LastSet.iSocketContactCount[0][2],,1000000000,0,Site Ac Socket Contact Count,1600,SECSGEM/uHGemHT9045_EC.cpp#L1600
37403,INT_4_TYPE,Site Ad Socket Contact Count,,&LastSet.iSocketContactCount[0][3],,1000000000,0,Site Ad Socket Contact Count,1601,SECSGEM/uHGemHT9045_EC.cpp#L1601
37404,INT_4_TYPE,Site Ae Socket Contact Count,,&LastSet.iSocketContactCount[0][4],,1000000000,0,Site Ae Socket Contact Count,1602,SECSGEM/uHGemHT9045_EC.cpp#L1602
37405,INT_4_TYPE,Site Af Socket Contact Count,,&LastSet.iSocketContactCount[0][5],,1000000000,0,Site Af Socket Contact Count,1603,SECSGEM/uHGemHT9045_EC.cpp#L1603
37406,INT_4_TYPE,Site Ag Socket Contact Count,,&LastSet.iSocketContactCount[0][6],,1000000000,0,Site Ag Socket Contact Count,1604,SECSGEM/uHGemHT9045_EC.cpp#L1604
37407,INT_4_TYPE,Site Ah Socket Contact Count,,&LastSet.iSocketContactCount[0][7],,1000000000,0,Site Ah Socket Contact Count,1605,SECSGEM/uHGemHT9045_EC.cpp#L1605
37408,INT_4_TYPE,Site Ba Socket Contact Count,,&LastSet.iSocketContactCount[1][0],,1000000000,0,Site Ba Socket Contact Count,1606,SECSGEM/uHGemHT9045_EC.cpp#L1606
37409,INT_4_TYPE,Site Bb Socket Contact Count,,&LastSet.iSocketContactCount[1][1],,1000000000,0,Site Bb Socket Contact Count,1607,SECSGEM/uHGemHT9045_EC.cpp#L1607
37410,INT_4_TYPE,Site Bc Socket Contact Count,,&LastSet.iSocketContactCount[1][2],,1000000000,0,Site Bc Socket Contact Count,1608,SECSGEM/uHGemHT9045_EC.cpp#L1608
37411,INT_4_TYPE,Site Bd Socket Contact Count,,&LastSet.iSocketContactCount[1][3],,1000000000,0,Site Bd Socket Contact Count,1609,SECSGEM/uHGemHT9045_EC.cpp#L1609
37412,INT_4_TYPE,Site Be Socket Contact Count,,&LastSet.iSocketContactCount[1][4],,1000000000,0,Site Be Socket Contact Count,1610,SECSGEM/uHGemHT9045_EC.cpp#L1610
37413,INT_4_TYPE,Site Bf Socket Contact Count,,&LastSet.iSocketContactCount[1][5],,1000000000,0,Site Bf Socket Contact Count,1611,SECSGEM/uHGemHT9045_EC.cpp#L1611
37414,INT_4_TYPE,Site Bg Socket Contact Count,,&LastSet.iSocketContactCount[1][6],,1000000000,0,Site Bg Socket Contact Count,1612,SECSGEM/uHGemHT9045_EC.cpp#L1612
37415,INT_4_TYPE,Site Bh Socket Contact Count,,&LastSet.iSocketContactCount[1][7],,1000000000,0,Site Bh Socket Contact Count,1613,SECSGEM/uHGemHT9045_EC.cpp#L1613
37416,INT_4_TYPE,Site Ca Socket Contact Count,,&LastSet.iSocketContactCount[2][0],,1000000000,0,Site Ca Socket Contact Count,1614,SECSGEM/uHGemHT9045_EC.cpp#L1614
37417,INT_4_TYPE,Site Cb Socket Contact Count,,&LastSet.iSocketContactCount[2][1],,1000000000,0,Site Cb Socket Contact Count,1615,SECSGEM/uHGemHT9045_EC.cpp#L1615
37418,INT_4_TYPE,Site Cc Socket Contact Count,,&LastSet.iSocketContactCount[2][2],,1000000000,0,Site Cc Socket Contact Count,1616,SECSGEM/uHGemHT9045_EC.cpp#L1616
37419,INT_4_TYPE,Site Cd Socket Contact Count,,&LastSet.iSocketContactCount[2][3],,1000000000,0,Site Cd Socket Contact Count,1617,SECSGEM/uHGemHT9045_EC.cpp#L1617
37420,INT_4_TYPE,Site Ce Socket Contact Count,,&LastSet.iSocketContactCount[2][4],,1000000000,0,Site Ce Socket Contact Count,1618,SECSGEM/uHGemHT9045_EC.cpp#L1618
37421,INT_4_TYPE,Site Cf Socket Contact Count,,&LastSet.iSocketContactCount[2][5],,1000000000,0,Site Cf Socket Contact Count,1619,SECSGEM/uHGemHT9045_EC.cpp#L1619
37422,INT_4_TYPE,Site Cg Socket Contact Count,,&LastSet.iSocketContactCount[2][6],,1000000000,0,Site Cg Socket Contact Count,1620,SECSGEM/uHGemHT9045_EC.cpp#L1620
37423,INT_4_TYPE,Site Ch Socket Contact Count,,&LastSet.iSocketContactCount[2][7],,1000000000,0,Site Ch Socket Contact Count,1621,SECSGEM/uHGemHT9045_EC.cpp#L1621
37424,INT_4_TYPE,Site Da Socket Contact Count,,&LastSet.iSocketContactCount[3][0],,1000000000,0,Site Da Socket Contact Count,1622,SECSGEM/uHGemHT9045_EC.cpp#L1622
37425,INT_4_TYPE,Site Db Socket Contact Count,,&LastSet.iSocketContactCount[3][1],,1000000000,0,Site Db Socket Contact Count,1623,SECSGEM/uHGemHT9045_EC.cpp#L1623
37426,INT_4_TYPE,Site Dc Socket Contact Count,,&LastSet.iSocketContactCount[3][2],,1000000000,0,Site Dc Socket Contact Count,1624,SECSGEM/uHGemHT9045_EC.cpp#L1624
37427,INT_4_TYPE,Site Dd Socket Contact Count,,&LastSet.iSocketContactCount[3][3],,1000000000,0,Site Dd Socket Contact Count,1625,SECSGEM/uHGemHT9045_EC.cpp#L1625
37428,INT_4_TYPE,Site De Socket Contact Count,,&LastSet.iSocketContactCount[3][4],,1000000000,0,Site De Socket Contact Count,1626,SECSGEM/uHGemHT9045_EC.cpp#L1626
37429,INT_4_TYPE,Site Df Socket Contact Count,,&LastSet.iSocketContactCount[3][5],,1000000000,0,Site Df Socket Contact Count,1627,SECSGEM/uHGemHT9045_EC.cpp#L1627
37430,INT_4_TYPE,Site Dg Socket Contact Count,,&LastSet.iSocketContactCount[3][6],,1000000000,0,Site Dg Socket Contact Count,1628,SECSGEM/uHGemHT9045_EC.cpp#L1628
37431,INT_4_TYPE,Site Dh Socket Contact Count,,&LastSet.iSocketContactCount[3][7],,1000000000,0,Site Dh Socket Contact Count,1629,SECSGEM/uHGemHT9045_EC.cpp#L1629
37490,ASCII_TYPE,Kit No 1,,fStartCondition->edtKitNo1,,,,Kit No 1,1631,SECSGEM/uHGemHT9045_EC.cpp#L1631
37491,ASCII_TYPE,Kit No 2,,fStartCondition->edtKitNo2,,,,Kit No 2,1632,SECSGEM/uHGemHT9045_EC.cpp#L1632
37492,ASCII_TYPE,Kit No 3,,fStartCondition->edtKitNo3,,,,Kit No 3,1633,SECSGEM/uHGemHT9045_EC.cpp#L1633
37800,INT_4_TYPE,ScanInterval,,&ESD_GENERAL.ScanInterval,2000,100,1000,,1635,SECSGEM/uHGemHT9045_EC.cpp#L1635
37801,INT_4_TYPE,Alarm_Continuous_Time,,&ESD_GENERAL.Alarm_Continuous_Time,20,0,0,ESD.Alarm_Continuous_Time,1636,SECSGEM/uHGemHT9045_EC.cpp#L1636
37802,BOOLEAN_TYPE,Alarm_Enable,,&ESD_GENERAL.Alarm_Enable,1,0,1,ESD.ScanInterval,1637,SECSGEM/uHGemHT9045_EC.cpp#L1637
37803,ASCII_TYPE,PassWord,,&ESD_GENERAL.PassWord,20,0,0,ESD.PassWord,1638,SECSGEM/uHGemHT9045_EC.cpp#L1638
37804,INT_4_TYPE,iESDReporTimer,,&ESD_GENERAL.ScanInterval,5000,0,100,ESD.iESDReporTimer,1639,SECSGEM/uHGemHT9045_EC.cpp#L1639
37805,BOOLEAN_TYPE,Active[0],,&ESD_GENERAL.bStationActive[0],1,0,0,,1640,SECSGEM/uHGemHT9045_EC.cpp#L1640
37806,INT_4_TYPE,Alarm[0][0],,&ESD_GENERAL.Alarm[0][0],100,0,30,ESD.Alarm[0][0],1641,SECSGEM/uHGemHT9045_EC.cpp#L1641
37807,INT_4_TYPE,ProxOnOff[0][0],,&ESD_GENERAL.ProxOnOff[0][0],100,0,0,ESD.ProxOnOff[0][0],1642,SECSGEM/uHGemHT9045_EC.cpp#L1642
37816,INT_4_TYPE,Alarm[0][1],,&ESD_GENERAL.Alarm[0][1],100,0,30,ESD.Alarm[0][1],1643,SECSGEM/uHGemHT9045_EC.cpp#L1643
37817,INT_4_TYPE,ProxOnOff[0][1],,&ESD_GENERAL.ProxOnOff[0][1],100,0,0,ESD.ProxOnOff[0][1],1644,SECSGEM/uHGemHT9045_EC.cpp#L1644
37826,INT_4_TYPE,Alarm[0][2],,&ESD_GENERAL.Alarm[0][2],100,0,30,ESD.Alarm[0][2],1645,SECSGEM/uHGemHT9045_EC.cpp#L1645
37827,INT_4_TYPE,ProxOnOff[0][2],,&ESD_GENERAL.ProxOnOff[0][2],100,0,0,ESD.ProxOnOff[0][2],1646,SECSGEM/uHGemHT9045_EC.cpp#L1646
37835,BOOLEAN_TYPE,Active[1],,&ESD_GENERAL.bStationActive[1],1,0,0,,1647,SECSGEM/uHGemHT9045_EC.cpp#L1647
37836,INT_4_TYPE,Alarm[1][0],,&ESD_GENERAL.Alarm[1][0],100,0,30,ESD.Alarm[1][0],1648,SECSGEM/uHGemHT9045_EC.cpp#L1648
37837,INT_4_TYPE,ProxOnOff[1][0],,&ESD_GENERAL.ProxOnOff[1][0],100,0,0,ESD.ProxOnOff[1][0],1649,SECSGEM/uHGemHT9045_EC.cpp#L1649
37846,INT_4_TYPE,Alarm[1[1],,&ESD_GENERAL.Alarm[1][1],100,0,30,ESD.Alarm[1][1],1650,SECSGEM/uHGemHT9045_EC.cpp#L1650
37847,INT_4_TYPE,ProxOnOff[1][1],,&ESD_GENERAL.ProxOnOff[1][1],100,0,0,ESD.ProxOnOff[1][1],1651,SECSGEM/uHGemHT9045_EC.cpp#L1651
37856,INT_4_TYPE,Alarm[1][2],,&ESD_GENERAL.Alarm[1][2],100,0,30,ESD.Alarm[1][2],1652,SECSGEM/uHGemHT9045_EC.cpp#L1652
37857,INT_4_TYPE,ProxOnOff[1][2],,&ESD_GENERAL.ProxOnOff[1][2],100,0,0,ESD.ProxOnOff[1][2],1653,SECSGEM/uHGemHT9045_EC.cpp#L1653
37865,BOOLEAN_TYPE,Active[2],,&ESD_GENERAL.bStationActive[2],1,0,0,,1654,SECSGEM/uHGemHT9045_EC.cpp#L1654
37866,INT_4_TYPE,Alarm[2][0],,&ESD_GENERAL.Alarm[2][0],100,0,30,ESD.Alarm[2][0],1655,SECSGEM/uHGemHT9045_EC.cpp#L1655
37867,INT_4_TYPE,ProxOnOff[2][0],,&ESD_GENERAL.ProxOnOff[2][0],100,0,0,ESD.ProxOnOff[2][0],1656,SECSGEM/uHGemHT9045_EC.cpp#L1656
37876,INT_4_TYPE,Alarm[2[1],,&ESD_GENERAL.Alarm[2][1],100,0,30,ESD.Alarm[2][1],1657,SECSGEM/uHGemHT9045_EC.cpp#L1657
37877,INT_4_TYPE,ProxOnOff[2][1],,&ESD_GENERAL.ProxOnOff[2][1],100,0,0,ESD.ProxOnOff[2][1],1658,SECSGEM/uHGemHT9045_EC.cpp#L1658
37886,INT_4_TYPE,Alarm[2][2],,&ESD_GENERAL.Alarm[2][2],100,0,30,ESD.Alarm[2][2],1659,SECSGEM/uHGemHT9045_EC.cpp#L1659
37887,INT_4_TYPE,ProxOnOff[2][2],,&ESD_GENERAL.ProxOnOff[2][2],100,0,0,ESD.ProxOnOff[2][2],1660,SECSGEM/uHGemHT9045_EC.cpp#L1660
38002,ASCII_TYPE,Tray RFID,,fLotInfo->pnlLoader,,,,Tray RFID,1662,SECSGEM/uHGemHT9045_EC.cpp#L1662
38199,ASCII_TYPE,Output 4 Tray ID,,&asBundleTrayID[ePortAuto4],,,,Output 4 Tray ID,1664,SECSGEM/uHGemHT9045_EC.cpp#L1664
38200,ASCII_TYPE,Output 5 Tray ID,,&asBundleTrayID[ePortAuto5],,,,Output 5 Tray ID,1665,SECSGEM/uHGemHT9045_EC.cpp#L1665
38201,ASCII_TYPE,Output 6 Tray ID,,&asBundleTrayID[ePortAuto6],,,,Output 6 Tray ID,1666,SECSGEM/uHGemHT9045_EC.cpp#L1666
38205,ASCII_TYPE,Output 1 Tray ID,,&asBundleTrayID[ePortAuto1],,,,Output 1 Tray ID,1667,SECSGEM/uHGemHT9045_EC.cpp#L1667
38206,ASCII_TYPE,Output 2 Tray ID,,&asBundleTrayID[ePortAuto2],,,,Output 2 Tray ID,1668,SECSGEM/uHGemHT9045_EC.cpp#L1668
38207,ASCII_TYPE,Output 3 Tray ID,,&asBundleTrayID[ePortAuto3],,,,Output 3 Tray ID,1669,SECSGEM/uHGemHT9045_EC.cpp#L1669
38214,ASCII_TYPE,Bundle Information,,&sBundleEndInfo,,,,Bundle Info,1671,SECSGEM/uHGemHT9045_EC.cpp#L1671
38215,ASCII_TYPE,In port Bundle ID,,&asBundleTrayID[ePortEmpty],,,,In port Bundle ID,1672,SECSGEM/uHGemHT9045_EC.cpp#L1672
38216,ASCII_TYPE,Loader Bundle ID,,&asBundleTrayID[ePortLoader],,,,Loader Bundle ID,1673,SECSGEM/uHGemHT9045_EC.cpp#L1673
38217,ASCII_TYPE,Unload Bundle ID,,&sUnloadBundleID,,,,Unload Bundle ID,1674,SECSGEM/uHGemHT9045_EC.cpp#L1674
38218,ASCII_TYPE,Process end report,,&sProcessEndInfo,,,,Process end report,1675,SECSGEM/uHGemHT9045_EC.cpp#L1675
38250,INT_4_TYPE,Die QTY of Bundle,,&iBundleDieQty,,,,Die QTY of Bundle,1677,SECSGEM/uHGemHT9045_EC.cpp#L1677
38300,INT_4_TYPE,Port number for tray input stacker,,&iThisPortNo,,,,Port number for tray input stacker,1678,SECSGEM/uHGemHT9045_EC.cpp#L1678
38301,INT_4_TYPE,Port status for tray input stacker,,&iThisPortStatus,,,,Port status for tray input stacker,1679,SECSGEM/uHGemHT9045_EC.cpp#L1679
38302,ASCII_TYPE,Dcc Data,,&sDCC_ATK,,,,Dcc Data,1680,SECSGEM/uHGemHT9045_EC.cpp#L1680
38601,BOOLEAN_TYPE,Alarm2 Normal Bin 0 By Bin Site Gap over Limit Enable,,&TestIF_File.bSpecBinBySiteCompareEnable[FT][0],1,0,0,Alarm2 Normal Bin 0 By Bin Site Gap over Limit Enable,1682,SECSGEM/uHGemHT9045_EC.cpp#L1682
38602,FT_8_TYPE,Alarm2 Normal Bin 0 By Bin Site Gap over Limit,Percentage,&TestIF_File.dSpecBinBySiteComparePercent[FT][0],100,0,0,Alarm2 Normal Bin 0 By Bin Site Gap over Limit,1683,SECSGEM/uHGemHT9045_EC.cpp#L1683
38603,BOOLEAN_TYPE,Alarm2 Normal Bin 1 By Bin Site Gap over Limit Enable,,&TestIF_File.bSpecBinBySiteCompareEnable[FT][1],1,0,0,Alarm2 Normal Bin 1 By Bin Site Gap over Limit Enable,1684,SECSGEM/uHGemHT9045_EC.cpp#L1684
38604,FT_8_TYPE,Alarm2 Normal Bin 1 By Bin Site Gap over Limit,Percentage,&TestIF_File.dSpecBinBySiteComparePercent[FT][1],100,0,0,Alarm2 Normal Bin 1 By Bin Site Gap over Limit,1685,SECSGEM/uHGemHT9045_EC.cpp#L1685
38605,BOOLEAN_TYPE,Alarm2 Normal Bin 2 By Bin Site Gap over Limit Enable,,&TestIF_File.bSpecBinBySiteCompareEnable[FT][2],1,0,0,Alarm2 Normal Bin 2 By Bin Site Gap over Limit Enable,1686,SECSGEM/uHGemHT9045_EC.cpp#L1686
38606,FT_8_TYPE,Alarm2 Normal Bin 2 By Bin Site Gap over Limit,Percentage,&TestIF_File.dSpecBinBySiteComparePercent[FT][2],100,0,0,Alarm2 Normal Bin 2 By Bin Site Gap over Limit,1687,SECSGEM/uHGemHT9045_EC.cpp#L1687
38607,BOOLEAN_TYPE,Alarm2 Normal Bin 3 By Bin Site Gap over Limit Enable,,&TestIF_File.bSpecBinBySiteCompareEnable[FT][3],1,0,0,Alarm2 Normal Bin 3 By Bin Site Gap over Limit Enable,1688,SECSGEM/uHGemHT9045_EC.cpp#L1688
38608,FT_8_TYPE,Alarm2 Normal Bin 3 By Bin Site Gap over Limit,Percentage,&TestIF_File.dSpecBinBySiteComparePercent[FT][3],100,0,0,Alarm2 Normal Bin 3 By Bin Site Gap over Limit,1689,SECSGEM/uHGemHT9045_EC.cpp#L1689
38609,BOOLEAN_TYPE,Alarm2 Normal Bin 4 By Bin Site Gap over Limit Enable,,&TestIF_File.bSpecBinBySiteCompareEnable[FT][4],1,0,0,Alarm2 Normal Bin 4 By Bin Site Gap over Limit Enable,1690,SECSGEM/uHGemHT9045_EC.cpp#L1690
